"Pathway","Exposure","Mediator","Outcome","IED","PIP_IED","IEC","PIP_IEC","IE","PIP_IE"
"Apoptosis","mRNA_BAK1","Protein_BCL2L11","Drug_erlotinib","-2.46e-05","8e-04","1.501e-05","0.0059","-3.961e-05","0.0067"
"Apoptosis","mRNA_BAK1","Protein_CASP7","Drug_erlotinib","-1.43e-06","6e-04","-5.9e-07","0.003","-8.5e-07","0.0036"
"Apoptosis","mRNA_BAK1","Protein_BIRC2","Drug_erlotinib","-6.67e-06","2e-04","1.78e-06","9e-04","-8.45e-06","0.0011"
"Apoptosis","mRNA_BAX","Protein_BAD","Drug_erlotinib","-4.674e-05","0.0051","0.00078941","0.0745","-0.00083615","0.075"
"Apoptosis","mRNA_BAX","Protein_BAK1","Drug_erlotinib","-1.11e-06","9e-04","1.186e-05","0.0058","-1.297e-05","0.0064"
"Apoptosis","mRNA_BAX","Protein_BAX","Drug_erlotinib","0.00083535","0.0462","-1.82e-05","0.0045","0.00085354","0.0468"
"Apoptosis","mRNA_BAX","Protein_BCL2","Drug_erlotinib","1.203e-05","0.0093","-9.77e-06","0.0053","2.18e-05","0.0141"
"Apoptosis","mRNA_BAX","Protein_BCL2L1","Drug_erlotinib","3.5e-07","3e-04","-3.52e-06","0.0077","3.87e-06","0.008"
"Apoptosis","mRNA_BAX","Protein_BID","Drug_erlotinib","-7.847e-05","0.008","-6.363e-05","0.0217","-1.485e-05","0.0288"
"Apoptosis","mRNA_BAX","Protein_BCL2L11","Drug_erlotinib","1.118e-05","0.0034","-2.94e-06","0.0071","1.412e-05","0.0093"
"Apoptosis","mRNA_BAX","Protein_CASP7","Drug_erlotinib","3.099e-05","0.0059","-3.857e-05","0.007","6.956e-05","0.0118"
"Apoptosis","mRNA_BAX","Protein_BIRC2","Drug_erlotinib","-2.5e-07","5e-04","3.82e-06","0.003","-4.07e-06","0.0035"
"Apoptosis","mRNA_BIRC2","Protein_BAD","Drug_erlotinib","4.132e-05","0.0028","-9e-06","0.0072","5.032e-05","0.01"
"Apoptosis","mRNA_BIRC2","Protein_BAK1","Drug_erlotinib","-1.371e-05","0.0014","1.688e-05","0.0108","-3.06e-05","0.0119"
"Apoptosis","mRNA_BIRC2","Protein_BAX","Drug_erlotinib","-2.309e-05","0.0019","1.131e-05","0.0048","-3.439e-05","0.0067"
"Apoptosis","mRNA_BIRC2","Protein_BCL2","Drug_erlotinib","8.91e-06","0.0031","-4.18e-06","0.0029","1.31e-05","0.0055"
"Apoptosis","mRNA_BIRC2","Protein_BCL2L1","Drug_erlotinib","-4.19e-06","0.001","-3.32e-06","0.0123","-8.7e-07","0.0127"
"Apoptosis","mRNA_BIRC2","Protein_BID","Drug_erlotinib","3.475e-05","0.0066","9.7e-06","0.0304","2.506e-05","0.0355"
"Apoptosis","mRNA_BIRC2","Protein_BCL2L11","Drug_erlotinib","-2.96e-05","0.0013","7.89e-06","0.0072","-3.75e-05","0.0085"
"Apoptosis","mRNA_BIRC2","Protein_CASP7","Drug_erlotinib","2.174e-05","0.0117","3.8e-07","0.0032","2.137e-05","0.0142"
"Apoptosis","mRNA_BIRC2","Protein_BIRC2","Drug_erlotinib","0.00059117","0.0377","4.77e-06","5e-04","0.0005864","0.0378"
"Apoptosis","mRNA_BCL2L11","Protein_BAD","Drug_erlotinib","1.64e-05","0.0043","-3.631e-05","0.0147","5.271e-05","0.018"
"Apoptosis","mRNA_BCL2L11","Protein_BAK1","Drug_erlotinib","5.74e-06","0.002","-4.41e-06","0.0118","1.014e-05","0.0134"
"Apoptosis","mRNA_BCL2L11","Protein_BAX","Drug_erlotinib","-5.17e-06","0.0012","1.63e-06","0.0033","-6.8e-06","0.0044"
"Apoptosis","mRNA_BCL2L11","Protein_BCL2","Drug_erlotinib","4.234e-05","0.0025","-0.00014012","0.0231","0.00018246","0.0242"
"Apoptosis","mRNA_BCL2L11","Protein_BCL2L1","Drug_erlotinib","1.448e-05","0.0036","1.457e-05","0.0145","-9e-08","0.0166"
"Apoptosis","mRNA_BCL2L11","Protein_BID","Drug_erlotinib","-0.00059391","0.0565","-0.00016679","0.0298","-0.00042712","0.075"
"Apoptosis","mRNA_BCL2L11","Protein_BCL2L11","Drug_erlotinib","-0.00193005","0.0593","6.31e-06","0.0037","-0.00193636","0.0596"
"Apoptosis","mRNA_BCL2L11","Protein_CASP7","Drug_erlotinib","-4.058e-05","0.0048","-4.218e-05","0.02","1.59e-06","0.0232"
"Apoptosis","mRNA_BCL2L11","Protein_BIRC2","Drug_erlotinib","4.82e-06","0.0019","-1.739e-05","0.0059","2.221e-05","0.0075"
"Apoptosis","mRNA_CASP7","Protein_BAD","Drug_erlotinib","2.788e-05","0.0019","-3.025e-05","0.0093","5.813e-05","0.0112"
"Apoptosis","mRNA_CASP7","Protein_BAK1","Drug_erlotinib","-6.4e-06","0.0025","-7.27e-06","0.0101","8.7e-07","0.012"
"Apoptosis","mRNA_CASP7","Protein_BAX","Drug_erlotinib","-2.215e-05","0.001","3.44e-06","0.0047","-2.559e-05","0.0057"
"Apoptosis","mRNA_CASP7","Protein_BCL2","Drug_erlotinib","1.52e-06","3e-04","-8.81e-06","0.0056","1.033e-05","0.0058"
"Apoptosis","mRNA_CASP7","Protein_BCL2L1","Drug_erlotinib","-3.362e-05","0.0032","-4.09e-06","0.0071","-2.953e-05","0.0099"
"Apoptosis","mRNA_CASP7","Protein_BID","Drug_erlotinib","0.00032701","0.0222","9.642e-05","0.0568","0.0002306","0.0704"
"Apoptosis","mRNA_CASP7","Protein_BCL2L11","Drug_erlotinib","-5.599e-05","0.0027","4.76e-06","0.0191","-6.076e-05","0.021"
"Apoptosis","mRNA_CASP7","Protein_CASP7","Drug_erlotinib","-0.00079017","0.0403","3.987e-05","0.0088","-0.00083004","0.0444"
"Apoptosis","mRNA_CASP7","Protein_BIRC2","Drug_erlotinib","-1.33e-06","0.0022","-7.93e-06","0.0048","6.6e-06","0.007"
"Apoptosis","mRNA_BCL2L1","Protein_BAD","Drug_erlotinib","0.00044644","0.0152","-8.587e-05","0.0157","0.00053231","0.0286"
"Apoptosis","mRNA_BCL2L1","Protein_BAK1","Drug_erlotinib","1.009e-05","0.0017","6.73e-06","0.0036","3.36e-06","0.0051"
"Apoptosis","mRNA_BCL2L1","Protein_BAX","Drug_erlotinib","-0.00016683","0.0055","9.716e-05","0.0098","-0.00026399","0.0142"
"Apoptosis","mRNA_BCL2L1","Protein_BCL2","Drug_erlotinib","1.334e-05","0.0012","9.58e-06","0.0063","3.76e-06","0.0074"
"Apoptosis","mRNA_BCL2L1","Protein_BCL2L1","Drug_erlotinib","-1.9e-06","0.0143","-1.874e-05","0.0031","1.684e-05","0.0164"
"Apoptosis","mRNA_BCL2L1","Protein_BID","Drug_erlotinib","0.00014018","0.01","-0.00078813","0.0668","0.00092831","0.0727"
"Apoptosis","mRNA_BCL2L1","Protein_BCL2L11","Drug_erlotinib","-1.179e-05","0.001","7.47e-06","0.0065","-1.926e-05","0.0075"
"Apoptosis","mRNA_BCL2L1","Protein_CASP7","Drug_erlotinib","0.00017072","0.014","-2.574e-05","0.0074","0.00019646","0.0199"
"Apoptosis","mRNA_BCL2L1","Protein_BIRC2","Drug_erlotinib","-8.9e-07","0.0021","-2.64e-06","0.0062","1.75e-06","0.0078"
"Apoptosis","mRNA_BCL2","Protein_BAD","Drug_erlotinib","7.872e-05","0.019","-9.486e-05","0.0118","0.00017358","0.0288"
"Apoptosis","mRNA_BCL2","Protein_BAK1","Drug_erlotinib","1.727e-05","0.0018","4.14e-06","0.0113","1.314e-05","0.0124"
"Apoptosis","mRNA_BCL2","Protein_BAX","Drug_erlotinib","-3.072e-05","0.0031","-2.124e-05","0.0105","-9.48e-06","0.0119"
"Apoptosis","mRNA_BCL2","Protein_BCL2","Drug_erlotinib","-0.00163464","0.0448","1.3e-06","0.0053","-0.00163594","0.0448"
"Apoptosis","mRNA_BCL2","Protein_BCL2L1","Drug_erlotinib","-6.58e-06","0.0012","2.692e-05","0.0153","-3.35e-05","0.0153"
"Apoptosis","mRNA_BCL2","Protein_BID","Drug_erlotinib","0.00028718","0.0502","-0.0001215","0.0277","0.00040868","0.0668"
"Apoptosis","mRNA_BCL2","Protein_BCL2L11","Drug_erlotinib","4.658e-05","0.0034","-0.00032722","0.0311","0.0003738","0.0325"
"Apoptosis","mRNA_BCL2","Protein_CASP7","Drug_erlotinib","-3.669e-05","0.0018","2.815e-05","0.0117","-6.485e-05","0.0126"
"Apoptosis","mRNA_BCL2","Protein_BIRC2","Drug_erlotinib","-1.218e-05","0.0017","1.248e-05","0.0048","-2.466e-05","0.0057"
"Cell cycle","CNA_CDK1","mRNA_CCNE1","Drug_erlotinib","-1.454e-05","0.0046","-4.6e-06","0.0029","-9.94e-06","0.0073"
"Cell cycle","CNA_CDK1","mRNA_FOXM1","Drug_erlotinib","5.22e-06","0.0016","4.6e-07","0.0092","4.77e-06","0.0104"
"Cell cycle","CNA_CDK1","mRNA_CDKN1B","Drug_erlotinib","-6.05e-05","0.0048","6.31e-06","0.0041","-6.681e-05","0.0087"
"Cell cycle","CNA_CDK1","mRNA_PCNA","Drug_erlotinib","-1.99e-05","0.002","-6.543e-05","0.0325","4.552e-05","0.0328"
"Cell cycle","CNA_CDK1","mRNA_CCNB1","Drug_erlotinib","1.88e-06","0.0013","-5.13e-06","0.0308","7e-06","0.031"
"Cell cycle","CNA_CDK1","mRNA_CDK1","Drug_erlotinib","-7.1e-05","0.0323","8.4e-07","0.0024","-7.184e-05","0.0327"
"Cell cycle","CNA_CDK1","mRNA_CCNE2","Drug_erlotinib","4.47e-06","0.002","5.471e-05","0.0104","-5.024e-05","0.0118"
"Cell cycle","CNA_CDK1","Protein_CDK1","Drug_erlotinib","-8.103e-05","0.009","4.34e-06","0.0054","-8.536e-05","0.0141"
"Cell cycle","CNA_CDK1","Protein_CCNB1","Drug_erlotinib","-6.667e-05","0.0061","2.336e-05","0.0174","-9.003e-05","0.0228"
"Cell cycle","CNA_CDK1","Protein_CCNE1","Drug_erlotinib","8.305e-05","0.0098","-3.85e-06","9e-04","8.69e-05","0.0107"
"Cell cycle","CNA_CDK1","Protein_CCNE2","Drug_erlotinib","5.37e-06","0.0014","-9.2e-07","0.0041","6.29e-06","0.0053"
"Cell cycle","CNA_CDK1","Protein_FOXM1","Drug_erlotinib","-7.97e-06","0.0016","-1.644e-05","0.0066","8.47e-06","0.008"
"Cell cycle","CNA_CDK1","Protein_CDKN1B","Drug_erlotinib","-8.99e-06","7e-04","-6.57e-06","0.0031","-2.42e-06","0.0038"
"Cell cycle","CNA_CDK1","Protein_PCNA","Drug_erlotinib","-9.3e-07","9e-04","1.8e-07","3e-04","-1.11e-06","0.0012"
"Cell cycle","CNA_FOXM1","mRNA_CCNE1","Drug_erlotinib","-4.714e-05","0.0036","-1.137e-05","0.0027","-3.577e-05","0.0061"
"Cell cycle","CNA_FOXM1","mRNA_FOXM1","Drug_erlotinib","-0.00067445","0.0413","1.514e-05","0.0068","-0.00068959","0.0434"
"Cell cycle","CNA_FOXM1","mRNA_CDKN1B","Drug_erlotinib","0.0003179","0.0113","3.527e-05","0.008","0.00028263","0.0179"
"Cell cycle","CNA_FOXM1","mRNA_PCNA","Drug_erlotinib","-3.04e-06","7e-04","-1.837e-05","0.0112","1.533e-05","0.0116"
"Cell cycle","CNA_FOXM1","mRNA_CCNB1","Drug_erlotinib","-1.986e-05","0.0028","-2.44e-06","0.0288","-1.741e-05","0.0298"
"Cell cycle","CNA_FOXM1","mRNA_CDK1","Drug_erlotinib","3.179e-05","0.0031","-1.209e-05","0.007","4.388e-05","0.0091"
"Cell cycle","CNA_FOXM1","mRNA_CCNE2","Drug_erlotinib","-9.4e-07","0.002","-1.55e-06","0.0052","6.2e-07","0.0068"
"Cell cycle","CNA_FOXM1","Protein_CDK1","Drug_erlotinib","-0.00952776","0.0858","4.626e-05","0.0063","-0.00957402","0.0902"
"Cell cycle","CNA_FOXM1","Protein_CCNB1","Drug_erlotinib","-0.00021764","0.0166","0.00043459","0.0383","-0.00065223","0.0514"
"Cell cycle","CNA_FOXM1","Protein_CCNE1","Drug_erlotinib","-3.154e-05","0.005","-2e-07","0.0019","-3.133e-05","0.0067"
"Cell cycle","CNA_FOXM1","Protein_CCNE2","Drug_erlotinib","2.122e-05","0.0046","-6.49e-06","0.005","2.771e-05","0.0092"
"Cell cycle","CNA_FOXM1","Protein_FOXM1","Drug_erlotinib","0.00013942","0.0072","-8.821e-05","0.0162","0.00022763","0.0228"
"Cell cycle","CNA_FOXM1","Protein_CDKN1B","Drug_erlotinib","8.95e-06","0.0031","2.29e-06","0.0024","6.65e-06","0.0053"
"Cell cycle","CNA_FOXM1","Protein_PCNA","Drug_erlotinib","4.35e-06","0.0017","1.107e-05","0.0034","-6.71e-06","0.0048"
"Cell cycle","CNA_CDKN1B","mRNA_CCNE1","Drug_erlotinib","-5.148e-05","0.0069","-2.74e-06","0.0013","-4.874e-05","0.0082"
"Cell cycle","CNA_CDKN1B","mRNA_FOXM1","Drug_erlotinib","-0.0001325","0.0102","2.31e-06","0.0073","-0.00013481","0.0158"
"Cell cycle","CNA_CDKN1B","mRNA_CDKN1B","Drug_erlotinib","0.00176994","0.044","-2.376e-05","0.0044","0.0017937","0.0445"
"Cell cycle","CNA_CDKN1B","mRNA_PCNA","Drug_erlotinib","-8.2e-06","0.0016","-7e-07","0.0077","-7.49e-06","0.0086"
"Cell cycle","CNA_CDKN1B","mRNA_CCNB1","Drug_erlotinib","1.66e-06","0.0018","4.69e-06","0.0098","-3.03e-06","0.0107"
"Cell cycle","CNA_CDKN1B","mRNA_CDK1","Drug_erlotinib","-9.44e-06","0.0025","-4.18e-06","0.0056","-5.26e-06","0.0076"
"Cell cycle","CNA_CDKN1B","mRNA_CCNE2","Drug_erlotinib","3.293e-05","0.0036","2.823e-05","0.0096","4.69e-06","0.0119"
"Cell cycle","CNA_CDKN1B","Protein_CDK1","Drug_erlotinib","0.00900237","0.0838","-3.11e-06","0.0082","0.00900548","0.0904"
"Cell cycle","CNA_CDKN1B","Protein_CCNB1","Drug_erlotinib","-0.0001858","0.0107","0.00053612","0.0452","-0.00072192","0.0531"
"Cell cycle","CNA_CDKN1B","Protein_CCNE1","Drug_erlotinib","-2.535e-05","0.007","-1.21e-06","0.0019","-2.414e-05","0.0088"
"Cell cycle","CNA_CDKN1B","Protein_CCNE2","Drug_erlotinib","1.335e-05","0.0059","-3.212e-05","0.0057","4.547e-05","0.0112"
"Cell cycle","CNA_CDKN1B","Protein_FOXM1","Drug_erlotinib","0.00020796","0.0078","-0.0001986","0.0198","0.00040656","0.0254"
"Cell cycle","CNA_CDKN1B","Protein_CDKN1B","Drug_erlotinib","-4.234e-05","0.0051","-2.7e-06","0.0023","-3.964e-05","0.0071"
"Cell cycle","CNA_CDKN1B","Protein_PCNA","Drug_erlotinib","-4.52e-06","0.0047","1.49e-06","8e-04","-6.01e-06","0.0054"
"Cell cycle","CNA_CCNE1","mRNA_CCNE1","Drug_erlotinib","0.00179294","0.055","-6.57e-06","0.0013","0.00179951","0.055"
"Cell cycle","CNA_CCNE1","mRNA_FOXM1","Drug_erlotinib","1.022e-05","0.0029","-1.449e-05","0.0061","2.471e-05","0.0088"
"Cell cycle","CNA_CCNE1","mRNA_CDKN1B","Drug_erlotinib","-3.72e-06","0.0012","2.08e-06","0.0031","-5.79e-06","0.0042"
"Cell cycle","CNA_CCNE1","mRNA_PCNA","Drug_erlotinib","-1.1e-07","0.0044","1.19e-06","0.0047","-1.3e-06","0.0089"
"Cell cycle","CNA_CCNE1","mRNA_CCNB1","Drug_erlotinib","-7.82e-06","7e-04","-3.99e-06","0.0055","-3.83e-06","0.0058"
"Cell cycle","CNA_CCNE1","mRNA_CDK1","Drug_erlotinib","2.137e-05","0.0014","1.056e-05","0.0057","1.081e-05","0.0066"
"Cell cycle","CNA_CCNE1","mRNA_CCNE2","Drug_erlotinib","5.44e-06","0.0018","-9.8e-07","0.005","6.42e-06","0.0067"
"Cell cycle","CNA_CCNE1","Protein_CDK1","Drug_erlotinib","4.521e-05","0.0086","-1.41e-06","0.0016","4.662e-05","0.01"
"Cell cycle","CNA_CCNE1","Protein_CCNB1","Drug_erlotinib","-3.59e-06","0.0068","3.237e-05","0.0145","-3.597e-05","0.0203"
"Cell cycle","CNA_CCNE1","Protein_CCNE1","Drug_erlotinib","1.802e-05","0.0042","-1.15e-06","9e-04","1.918e-05","0.0051"
"Cell cycle","CNA_CCNE1","Protein_CCNE2","Drug_erlotinib","-7.11e-06","0.0014","4.64e-06","0.001","-1.175e-05","0.0023"
"Cell cycle","CNA_CCNE1","Protein_FOXM1","Drug_erlotinib","-1.3e-06","0.0048","1.483e-05","0.0071","-1.613e-05","0.0098"
"Cell cycle","CNA_CCNE1","Protein_CDKN1B","Drug_erlotinib","3.245e-05","5e-04","-4.52e-06","0.0016","3.697e-05","0.0021"
"Cell cycle","CNA_CCNE1","Protein_PCNA","Drug_erlotinib","1.5e-06","0.0011","-2.32e-06","0.0016","3.82e-06","0.0026"
"Cell cycle","CNA_PCNA","mRNA_CCNE1","Drug_erlotinib","2.52e-06","0.0012","4.5e-07","0.0011","2.07e-06","0.0023"
"Cell cycle","CNA_PCNA","mRNA_FOXM1","Drug_erlotinib","-1.872e-05","0.0014","-1.171e-05","0.0135","-7.01e-06","0.0139"
"Cell cycle","CNA_PCNA","mRNA_CDKN1B","Drug_erlotinib","1.593e-05","0.0022","-1.223e-05","0.0032","2.816e-05","0.005"
"Cell cycle","CNA_PCNA","mRNA_PCNA","Drug_erlotinib","-0.00071964","0.0419","2.299e-05","0.0047","-0.00074263","0.0419"
"Cell cycle","CNA_PCNA","mRNA_CCNB1","Drug_erlotinib","1.19e-06","0.001","9.38e-06","0.0045","-8.19e-06","0.005"
"Cell cycle","CNA_PCNA","mRNA_CDK1","Drug_erlotinib","9e-07","0.0012","-3.986e-05","0.025","4.077e-05","0.0256"
"Cell cycle","CNA_PCNA","mRNA_CCNE2","Drug_erlotinib","-1.808e-05","0.002","5.397e-05","0.0244","-7.205e-05","0.0246"
"Cell cycle","CNA_PCNA","Protein_CDK1","Drug_erlotinib","4.346e-05","0.0087","-4.268e-05","0.0119","8.614e-05","0.0202"
"Cell cycle","CNA_PCNA","Protein_CCNB1","Drug_erlotinib","-5.341e-05","0.0072","0.00070148","0.1111","-0.00075489","0.1138"
"Cell cycle","CNA_PCNA","Protein_CCNE1","Drug_erlotinib","1.89e-06","0.0015","8.2e-07","0.0011","1.07e-06","0.0026"
"Cell cycle","CNA_PCNA","Protein_CCNE2","Drug_erlotinib","6.738e-05","0.0026","9.22e-06","0.0029","5.816e-05","0.0049"
"Cell cycle","CNA_PCNA","Protein_FOXM1","Drug_erlotinib","-2.69e-06","0.0036","-4.522e-05","0.0136","4.254e-05","0.0171"
"Cell cycle","CNA_PCNA","Protein_CDKN1B","Drug_erlotinib","-1.105e-05","0.001","-3.5e-07","0.0027","-1.07e-05","0.0036"
"Cell cycle","CNA_PCNA","Protein_PCNA","Drug_erlotinib","-1.394e-05","0.0174","-4.6e-07","6e-04","-1.347e-05","0.0175"
"Cell cycle","CNA_CCNB1","mRNA_CCNE1","Drug_erlotinib","-0.00086705","0.0439","6.62e-06","0.0024","-0.00087366","0.0442"
"Cell cycle","CNA_CCNB1","mRNA_FOXM1","Drug_erlotinib","-1.204e-05","0.0018","-0.00032046","0.0423","0.00030842","0.0424"
"Cell cycle","CNA_CCNB1","mRNA_CDKN1B","Drug_erlotinib","-6.941e-05","0.0048","1.034e-05","0.0079","-7.975e-05","0.0123"
"Cell cycle","CNA_CCNB1","mRNA_PCNA","Drug_erlotinib","-6.8e-07","9e-04","-8.44e-06","0.0063","7.76e-06","0.0067"
"Cell cycle","CNA_CCNB1","mRNA_CCNB1","Drug_erlotinib","6.045e-05","0.0357","4.39e-06","0.0034","5.607e-05","0.0359"
"Cell cycle","CNA_CCNB1","mRNA_CDK1","Drug_erlotinib","-8.99e-06","0.0025","-1.689e-05","0.0278","7.91e-06","0.0284"
"Cell cycle","CNA_CCNB1","mRNA_CCNE2","Drug_erlotinib","1.54e-06","0.001","7.33e-06","0.0042","-5.79e-06","0.0052"
"Cell cycle","CNA_CCNB1","Protein_CDK1","Drug_erlotinib","-8.479e-05","0.0092","6.44e-06","0.0038","-9.123e-05","0.013"
"Cell cycle","CNA_CCNB1","Protein_CCNB1","Drug_erlotinib","0.00037431","0.0448","-7.958e-05","0.0234","0.00045389","0.0638"
"Cell cycle","CNA_CCNB1","Protein_CCNE1","Drug_erlotinib","1.322e-05","0.0031","2.38e-06","0.0012","1.084e-05","0.0043"
"Cell cycle","CNA_CCNB1","Protein_CCNE2","Drug_erlotinib","1.734e-05","0.0024","-3.21e-06","0.0042","2.055e-05","0.0064"
"Cell cycle","CNA_CCNB1","Protein_FOXM1","Drug_erlotinib","7.39e-05","0.0093","5.064e-05","0.0202","2.327e-05","0.0281"
"Cell cycle","CNA_CCNB1","Protein_CDKN1B","Drug_erlotinib","6.69e-06","0.001","-1.85e-06","0.0044","8.54e-06","0.0054"
"Cell cycle","CNA_CCNB1","Protein_PCNA","Drug_erlotinib","3.98e-06","9e-04","-8.03e-06","0.0054","1.201e-05","0.0063"
"Cell cycle","CNA_CCNE2","mRNA_CCNE1","Drug_erlotinib","-0.00048984","0.032","-2e-07","0.0016","-0.00048964","0.0331"
"Cell cycle","CNA_CCNE2","mRNA_FOXM1","Drug_erlotinib","1.19e-05","0.0024","-3.09e-06","0.011","1.499e-05","0.0125"
"Cell cycle","CNA_CCNE2","mRNA_CDKN1B","Drug_erlotinib","2.43e-05","0.0012","1.748e-05","0.0153","6.82e-06","0.0165"
"Cell cycle","CNA_CCNE2","mRNA_PCNA","Drug_erlotinib","2.891e-05","0.0016","-5.558e-05","0.0295","8.449e-05","0.0305"
"Cell cycle","CNA_CCNE2","mRNA_CCNB1","Drug_erlotinib","-1.87e-05","0.0034","7.47e-06","0.0089","-2.617e-05","0.0118"
"Cell cycle","CNA_CCNE2","mRNA_CDK1","Drug_erlotinib","2.407e-05","0.0069","-1.335e-05","0.011","3.742e-05","0.0166"
"Cell cycle","CNA_CCNE2","mRNA_CCNE2","Drug_erlotinib","-2.925e-05","0.0174","-1.312e-05","0.006","-1.612e-05","0.0207"
"Cell cycle","CNA_CCNE2","Protein_CDK1","Drug_erlotinib","-0.00094557","0.0306","1.687e-05","0.0034","-0.00096244","0.0338"
"Cell cycle","CNA_CCNE2","Protein_CCNB1","Drug_erlotinib","-1.869e-05","0.0076","7.378e-05","0.025","-9.247e-05","0.0312"
"Cell cycle","CNA_CCNE2","Protein_CCNE1","Drug_erlotinib","1.02e-06","0.0012","-3.63e-06","7e-04","4.65e-06","0.0019"
"Cell cycle","CNA_CCNE2","Protein_CCNE2","Drug_erlotinib","8e-07","0.0013","8.41e-06","0.0039","-7.61e-06","0.0049"
"Cell cycle","CNA_CCNE2","Protein_FOXM1","Drug_erlotinib","8.63e-06","0.006","-1.934e-05","0.0069","2.797e-05","0.0115"
"Cell cycle","CNA_CCNE2","Protein_CDKN1B","Drug_erlotinib","-1.05e-06","0.0012","-3.7e-07","4e-04","-6.8e-07","0.0016"
"Cell cycle","CNA_CCNE2","Protein_PCNA","Drug_erlotinib","5.9e-07","0.0021","-2.08e-06","0.0013","2.67e-06","0.0032"
"Cell cycle","mRNA_CCNE1","Protein_CDK1","Drug_erlotinib","-3.219e-05","0.0113","-0.00027266","0.0247","0.00024048","0.0352"
"Cell cycle","mRNA_CCNE1","Protein_CCNB1","Drug_erlotinib","0.00033944","0.0207","0.00014065","0.0434","0.00019879","0.0593"
"Cell cycle","mRNA_CCNE1","Protein_CCNE1","Drug_erlotinib","0.00113878","0.0452","1.53e-06","0.0015","0.00113725","0.0452"
"Cell cycle","mRNA_CCNE1","Protein_CCNE2","Drug_erlotinib","-5.77e-06","0.0014","-1.49e-05","0.0078","9.13e-06","0.0091"
"Cell cycle","mRNA_CCNE1","Protein_FOXM1","Drug_erlotinib","5.56e-06","0.0041","0.00013436","0.0204","-0.00012879","0.0229"
"Cell cycle","mRNA_CCNE1","Protein_CDKN1B","Drug_erlotinib","3.009e-05","0.0028","3.1e-06","0.0052","2.699e-05","0.0079"
"Cell cycle","mRNA_CCNE1","Protein_PCNA","Drug_erlotinib","2.25e-06","0.0034","-9.04e-06","0.0054","1.129e-05","0.0073"
"Cell cycle","mRNA_FOXM1","Protein_CDK1","Drug_erlotinib","0.00013189","0.0126","6.268e-05","0.019","6.921e-05","0.03"
"Cell cycle","mRNA_FOXM1","Protein_CCNB1","Drug_erlotinib","-8.678e-05","0.0105","0.00264913","0.1596","-0.00273591","0.1634"
"Cell cycle","mRNA_FOXM1","Protein_CCNE1","Drug_erlotinib","-0.00030333","0.0278","6.81e-06","0.0032","-0.00031014","0.0292"
"Cell cycle","mRNA_FOXM1","Protein_CCNE2","Drug_erlotinib","7.01e-06","0.0013","-1.946e-05","0.0248","2.646e-05","0.0254"
"Cell cycle","mRNA_FOXM1","Protein_FOXM1","Drug_erlotinib","0.00114967","0.064","-1.858e-05","0.0115","0.00116825","0.0677"
"Cell cycle","mRNA_FOXM1","Protein_CDKN1B","Drug_erlotinib","-1.668e-05","0.0018","2.159e-05","0.0103","-3.826e-05","0.0118"
"Cell cycle","mRNA_FOXM1","Protein_PCNA","Drug_erlotinib","-1.057e-05","0.0015","9.52e-06","0.0058","-2.009e-05","0.0068"
"Cell cycle","mRNA_CDKN1B","Protein_CDK1","Drug_erlotinib","0.00160309","0.045","-2.263e-05","0.0071","0.00162573","0.0519"
"Cell cycle","mRNA_CDKN1B","Protein_CCNB1","Drug_erlotinib","-5.414e-05","0.0051","-0.00028085","0.0645","0.00022671","0.0676"
"Cell cycle","mRNA_CDKN1B","Protein_CCNE1","Drug_erlotinib","-2.873e-05","0.0061","3.45e-06","0.0035","-3.218e-05","0.0096"
"Cell cycle","mRNA_CDKN1B","Protein_CCNE2","Drug_erlotinib","3.614e-05","0.0047","-4.8e-06","0.0083","4.094e-05","0.0118"
"Cell cycle","mRNA_CDKN1B","Protein_FOXM1","Drug_erlotinib","7.91e-06","0.005","-3.229e-05","0.0229","4.02e-05","0.0272"
"Cell cycle","mRNA_CDKN1B","Protein_CDKN1B","Drug_erlotinib","-0.00106328","0.0414","4.13e-06","0.0017","-0.00106742","0.0414"
"Cell cycle","mRNA_CDKN1B","Protein_PCNA","Drug_erlotinib","2.6e-06","9e-04","-7.9e-07","0.0026","3.39e-06","0.0034"
"Cell cycle","mRNA_PCNA","Protein_CDK1","Drug_erlotinib","6.246e-05","0.0114","-9.73e-06","0.0051","7.22e-05","0.0161"
"Cell cycle","mRNA_PCNA","Protein_CCNB1","Drug_erlotinib","5.626e-05","0.0096","0.00040272","0.072","-0.00034647","0.0756"
"Cell cycle","mRNA_PCNA","Protein_CCNE1","Drug_erlotinib","-3.022e-05","0.0048","-7.6e-07","0.0015","-2.946e-05","0.0063"
"Cell cycle","mRNA_PCNA","Protein_CCNE2","Drug_erlotinib","1.887e-05","0.0015","-1.112e-05","0.0046","2.999e-05","0.006"
"Cell cycle","mRNA_PCNA","Protein_FOXM1","Drug_erlotinib","2.846e-05","0.0087","1.455e-05","0.0157","1.392e-05","0.0217"
"Cell cycle","mRNA_PCNA","Protein_CDKN1B","Drug_erlotinib","3.024e-05","0.004","-1.58e-06","0.0026","3.182e-05","0.0065"
"Cell cycle","mRNA_PCNA","Protein_PCNA","Drug_erlotinib","-3.6e-07","0.0028","2.66e-06","9e-04","-3.01e-06","0.0037"
"Cell cycle","mRNA_CCNB1","Protein_CDK1","Drug_erlotinib","0.00012024","0.0102","8.94e-06","0.0055","0.0001113","0.0157"
